AEDAT,AWKEY,AWTYP,BELNR,BLART,BLDAT,BUDAT,BUKRS,CPUDT,CPUTM,CTXKRS,DBBLG_GJAHR,FRATH,FULFILLDATE,GJAHR,GLVOR,HWAER,KUR2X,KURS2,KURS3,KURSF,KURST,KURSX,KZKRS,MANDT,MONAT,NUMPG,PPDAT,PPTME,REINDAT,STJAH,STODT,TCODE,TXKRS,UPDDT,USNAM,VATDATE,WAERS,WWERT,XMWST
00/00/0000,1500000169US002026,BKPFF,1500000169,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:43:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-804,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000170US002026,BKPFF,1500000170,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:47:09,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-803,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000171US002026,BKPFF,1500000171,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:48:15,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-803,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000172US002026,BKPFF,1500000172,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:49:20,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-804,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000173US002026,BKPFF,1500000173,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:49:20,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-803,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000174US002026,BKPFF,1500000174,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:55:37,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-804,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000175US002026,BKPFF,1500000175,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:56:44,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-803,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000176US002026,BKPFF,1500000176,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:57:48,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-803,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000177US002026,BKPFF,1500000177,KZ,06/01/2026,06/01/2026,US00,06/01/2026,18:58:54,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-803,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000178US002026,BKPFF,1500000178,KZ,06/01/2026,06/01/2026,US00,06/01/2026,19:03:10,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,LEARN-803,00/00/0000,USD,06/01/2026,X
